Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
10,-10.5,45,3.3,1855,-20.1,0.6,0.0,0.0,False,False,True,True,True,89.03941082649074
11,-9.4,42,3.1,1815,-19.9,0.93,0.0,0.0,False,False,True,True,True,245.70833560999552
12,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,False,False,True,True,True,247.2589499360741
13,-6.9,37,2.4,1955,-19.1,1.22,0.0,0.0,False,False,True,True,True,166.92924512073563
14,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,False,False,True,True,True,264.75332520922194
15,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,False,False,True,True,True,212.72105586080136
16,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,False,False,True,True,True,258.98276003473
17,-7.0,32,2.6,2000,-20.9,0.19,0.0,0.0,False,False,True,True,True,369.0608912567801
18,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,False,False,True,True,True,682.4465245308347
19,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,False,False,True,True,True,230.24182065924924
20,-8.4,42,1.0,2000,-19.0,0.0,0.0,0.0,False,False,True,True,True,466.37016878847885
21,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,False,False,True,True,True,81.1362468755053
22,-9.0,45,1.3,1999,-18.7,0.0,0.0,0.0,False,False,True,True,True,241.3148497092239
23,-9.3,47,2.1,2000,-18.5,0.0,0.0,0.0,False,False,True,True,True,229.91946626149416
0,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,False,False,True,True,True,195.1858564716613
1,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,False,False,True,True,True,122.75405798299371
2,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,False,False,True,True,True,99.86425133090556
3,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,False,False,True,True,True,31.30234683279795
4,-11.4,58,1.3,1907,-18.0,0.0,0.0,0.0,False,False,True,True,True,0.0
5,-11.5,58,1.1,1923,-18.1,0.0,0.0,0.0,False,False,True,True,True,150.19868017467326
6,-11.9,57,1.1,1974,-18.7,0.0,0.0,0.0,False,False,True,True,True,143.54111265867115
7,-11.7,53,1.6,1998,-19.3,0.0,0.0,0.0,False,False,True,True,True,242.961259852701
8,-11.4,47,3.3,2000,-20.4,0.0,0.0,0.0,False,False,True,True,True,678.0359462449441
9,-11.1,46,3.4,1981,-20.4,0.1,0.0,0.0,False,False,True,True,True,369.7311119204331
10,-9.5,39,2.1,1875,-20.9,0.6,0.0,0.0,False,False,True,True,True,280.6441012408394
11,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,False,False,True,True,True,311.9163512984457
12,-6.5,30,2.9,1945,-21.2,1.17,0.0,0.0,False,False,True,True,True,186.795047578023
13,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,False,False,True,True,True,196.80269713961525
14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,False,False,True,True,True,312.30037244433197
15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,False,False,True,True,True,299.0530913381847
16,-4.5,26,2.2,2000,-21.1,0.56,0.0,0.0,False,False,True,True,True,275.97777872321166
17,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,False,False,True,True,True,403.3513797695949
18,-6.6,33,1.1,2000,-20.2,0.0,0.0,0.0,False,False,True,True,True,660.6135933604235
19,-6.6,31,1.6,2000,-20.9,0.0,0.0,0.0,False,False,True,True,True,315.76569283208784
20,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,False,False,True,True,True,315.9314638192146
21,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,False,False,True,True,True,251.43793767769944
22,-8.9,39,0.1,2000,-20.3,0.0,0.0,0.0,False,False,True,True,True,249.9394262716026
23,-9.2,44,0.4,1978,-19.2,0.0,0.0,0.0,False,False,True,True,True,280.3062430713307
0,-9.5,50,0.6,1953,-18.0,0.0,0.0,0.0,False,False,True,True,True,250.8587182391742
1,-9.8,48,0.8,2000,-18.7,0.0,0.0,0.0,False,False,True,True,True,248.70674828027944
2,-10.6,44,0.8,1903,-20.5,0.0,0.0,0.0,False,False,True,True,True,233.30457872026312
3,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,False,False,True,True,True,82.03211369988877
4,-11.0,50,0.8,1718,-19.4,0.0,0.0,0.0,False,False,True,True,True,117.97869094037286
5,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,False,False,True,True,True,31.98180915103419
6,-11.0,55,0.8,1541,-18.2,0.0,0.0,0.0,False,False,True,True,True,139.36297147219548
7,-10.9,57,1.1,1387,-17.7,0.0,0.0,0.0,False,False,True,True,True,266.4087089233495
8,-10.4,54,1.1,1432,-17.9,0.01,0.0,0.0,False,False,True,True,True,630.3843227701838
9,-9.4,44,0.5,1680,-19.4,0.13,0.0,0.0,False,False,True,True,True,362.581216147102
10,-7.7,43,0.9,1555,-18.1,0.35,0.0,0.0,False,False,True,True,True,109.8374596893839
11,-6.1,38,1.0,1587,-18.1,0.52,0.0,0.0,False,False,True,True,True,449.4376741520317
12,-4.9,34,1.3,1768,-18.3,0.6,0.0,0.0,False,False,True,True,True,180.66820046465836
13,-3.8,32,0.9,1827,-18.1,0.52,0.0,0.0,False,False,True,True,True,164.52771290911826
14,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,False,False,True,True,True,406.0467871153192
15,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,False,False,True,True,True,377.5930649364549
16,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,False,False,True,True,True,395.3833552346754
17,-2.9,31,0.6,1723,-17.7,0.09,0.0,0.0,False,False,True,True,True,442.79218935111527
18,-3.5,35,1.1,1414,-16.7,0.0,0.0,0.0,False,False,True,True,True,610.8151293788644
19,-4.2,40,0.9,1216,-15.8,0.0,0.0,0.0,False,False,True,True,True,323.1909803710546
20,-4.8,43,1.1,1397,-15.4,0.0,0.0,0.0,False,False,True,True,True,284.3340622117065
21,-4.8,45,0.8,1351,-14.9,0.0,0.0,0.0,False,False,True,True,True,250.4848616237102
22,-4.9,44,1.1,1369,-15.3,0.0,0.0,0.0,False,False,True,True,True,403.34246381954824
23,-5.6,53,1.2,1290,-13.6,0.0,0.0,0.0,False,False,True,True,True,196.7722541978141
0,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,False,False,True,True,True,147.13345976645138
1,-6.3,57,0.4,1148,-13.4,0.0,0.0,0.0,False,False,True,True,True,209.9060418949874
2,-6.8,58,0.4,1089,-13.6,0.0,0.0,0.0,False,False,True,True,True,201.95096135364741
3,-6.9,56,0.5,1111,-14.2,0.0,0.0,0.0,False,False,True,True,True,55.459863640852184
4,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,False,False,True,True,True,0.0
5,-7.5,64,0.9,989,-13.1,0.0,0.0,0.0,False,False,True,True,True,91.57664514990712
6,-7.4,64,0.7,906,-13.0,0.0,0.0,0.0,False,False,True,True,True,152.7004227068827
7,-7.0,63,0.6,865,-12.8,0.0,0.0,0.0,False,False,True,True,True,235.95344033969164
8,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,False,False,True,True,True,612.4272228502017
9,-5.9,60,0.6,691,-12.4,0.09,0.0,0.0,False,False,True,True,True,352.45074329770785
10,-4.6,52,0.8,648,-12.9,0.34,0.0,0.0,False,False,True,True,True,80.89838999921247
11,-2.9,46,1.0,809,-12.9,0.42,0.0,0.0,False,False,True,True,True,142.82841443886647
12,-2.5,43,0.7,895,-13.3,0.34,0.0,0.0,False,False,True,True,True,239.4907944870459
13,-1.6,40,0.3,868,-13.4,0.32,0.0,0.0,False,False,True,True,True,304.34906914745653
14,-0.7,39,0.8,826,-12.9,0.35,0.0,0.0,False,False,True,True,True,359.08018887675155
15,0.1,35,1.5,946,-13.5,0.42,0.0,0.0,False,False,True,True,True,484.74015359186546
16,0.0,37,0.6,994,-12.9,0.13,0.0,0.0,False,False,True,True,True,436.97824277212084
17,-0.2,39,0.8,1016,-12.5,0.0,0.0,0.0,False,False,True,True,True,448.5260079769485
18,0.1,43,0.9,1485,-11.0,0.0,0.0,0.0,False,False,True,True,True,680.1601891085145
19,0.6,41,1.2,1550,-11.1,0.0,0.0,0.0,False,False,True,True,True,354.00566477116126
20,0.9,42,1.2,1113,-10.5,0.0,0.0,0.0,False,False,True,True,True,318.2088611247495
21,0.7,47,2.7,1283,-9.3,0.0,0.0,0.0,False,False,True,True,True,272.07238632831934
22,-0.1,49,2.0,870,-9.5,0.0,0.0,0.0,False,False,True,True,True,327.2228981315769
23,-1.3,60,2.5,792,-8.0,0.0,0.0,0.0,False,False,True,True,True,166.96572042598444
0,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,False,False,True,True,True,267.2465779847117
1,-3.4,76,2.9,582,-7.0,0.0,0.0,0.0,False,False,True,True,True,450.2919076388031
2,-4.1,73,2.1,567,-8.2,0.0,0.0,0.0,False,False,True,True,True,217.47749694815786
3,-4.5,71,1.6,651,-8.9,0.0,0.0,0.0,False,False,True,True,True,167.86545652724652
4,-5.0,70,2.7,702,-9.6,0.0,0.0,0.0,False,False,True,True,True,146.77116905436526
5,-5.6,72,2.0,662,-9.8,0.0,0.0,0.0,False,False,True,True,True,6.182071744275369
6,-6.1,69,2.9,765,-10.8,0.0,0.0,0.0,False,False,True,True,True,87.68086249606726
7,-6.7,64,2.1,977,-12.3,0.0,0.0,0.0,False,False,True,True,True,91.21830999255225
8,-7.3,62,2.6,1112,-13.3,0.0,0.0,0.0,False,False,True,True,True,199.45012543339638
9,-7.2,47,2.8,1724,-16.6,0.18,0.0,0.0,False,False,True,True,True,120.21159703133786
10,-6.2,42,2.3,1893,-17.0,0.52,0.0,0.0,False,False,True,True,True,203.37135004962974
11,-5.2,30,4.0,1991,-20.1,0.86,0.0,0.0,False,False,True,True,True,287.18114551876573
12,-4.1,28,3.8,1998,-19.9,1.08,0.0,0.0,False,False,True,True,True,392.39759285306275
13,-3.7,23,4.0,1980,-21.8,1.12,0.0,0.0,False,False,True,True,True,388.8090880551596
14,-3.4,22,4.3,1966,-22.1,1.07,0.0,0.0,False,False,True,True,True,500.31958490131825
15,-3.3,22,5.0,2000,-22.0,0.86,0.0,0.0,False,False,True,True,True,216.75941475920243
16,-3.3,24,3.5,2000,-21.0,0.54,0.0,0.0,False,False,True,True,True,342.39669026122465
17,-4.6,26,2.6,2000,-21.2,0.17,0.0,0.0,False,False,True,True,True,294.73826941471987
18,-5.3,28,3.5,2000,-21.0,0.0,0.0,0.0,False,False,True,True,True,423.8626020159958
19,-6.0,32,2.4,2000,-20.0,0.0,0.0,0.0,False,False,True,True,True,94.79744791519661
20,-6.6,37,3.4,2000,-18.9,0.0,0.0,0.0,False,False,True,True,True,61.75723072821353
21,-7.1,39,3.2,2000,-18.7,0.0,0.0,0.0,False,False,True,True,True,101.00898922606443
22,-7.6,41,1.6,2000,-18.6,0.0,0.0,0.0,False,False,True,True,True,0.0
23,-8.0,41,2.2,2000,-18.9,0.0,0.0,0.0,False,False,True,True,True,91.13340135470992
0,-8.1,41,2.0,2000,-19.0,0.0,0.0,0.0,False,False,True,True,True,101.55420334296007
1,-8.4,40,1.6,2000,-19.6,0.0,0.0,0.0,False,False,True,True,True,160.55054171612994
2,-8.7,40,2.8,2000,-19.8,0.0,0.0,0.0,False,False,True,True,True,165.0647608441519
3,-9.0,40,3.1,2000,-20.1,0.0,0.0,0.0,False,False,True,True,True,281.51881605106087
4,-9.5,40,1.9,2000,-20.6,0.0,0.0,0.0,False,False,True,True,True,132.95314533634826
5,-9.7,41,3.1,2000,-20.5,0.0,0.0,0.0,False,False,True,True,True,0.0
6,-9.9,42,2.3,2000,-20.4,0.0,0.0,0.0,False,False,True,True,True,0.0
7,-10.2,42,2.3,2000,-20.6,0.0,0.0,0.0,False,False,True,True,True,100.59299299311036
8,-10.7,43,0.9,2000,-20.8,0.0,0.0,0.0,False,False,True,True,True,0.0
9,-10.5,38,1.1,1950,-22.1,0.19,0.0,0.0,False,False,True,True,True,299.19293993672704
10,-8.5,31,1.5,1997,-22.6,0.58,0.0,0.0,False,False,True,True,True,256.11038368228975
11,-7.2,29,1.8,1926,-22.2,0.88,0.0,0.0,False,False,True,True,True,143.60743387013554
12,-4.9,25,2.6,1966,-21.9,1.08,0.0,0.0,False,False,True,True,True,50.254885025965564
13,-4.5,25,3.2,1989,-21.6,1.14,0.0,0.0,False,False,True,True,True,353.9866379468157
14,-3.2,26,3.1,1933,-20.0,1.07,0.0,0.0,False,False,True,True,True,256.918313478523
15,-2.5,28,2.0,2000,-18.5,0.85,0.0,0.0,False,False,True,True,True,397.7582580123767
16,-2.7,31,2.3,2000,-17.5,0.54,0.0,0.0,False,False,True,True,True,101.73972963764007
17,-3.8,35,2.4,2000,-17.0,0.17,0.0,0.0,False,False,True,True,True,208.01069419530234
18,-4.7,37,1.8,2000,-17.2,0.01,0.0,0.0,False,False,True,True,True,204.50732595597194
19,-5.6,39,1.1,2000,-17.3,0.0,0.0,0.0,False,False,True,True,True,161.5453546016715
20,-6.0,42,0.8,2000,-16.8,0.0,0.0,0.0,False,False,True,True,True,122.45633658685475
21,-6.5,45,0.7,2000,-16.4,0.0,0.0,0.0,False,False,True,True,True,228.26049437185176
22,-6.6,50,0.6,1990,-15.3,0.0,0.0,0.0,False,False,True,True,True,68.70812898123589
23,-6.9,53,0.7,2000,-14.8,0.0,0.0,0.0,False,False,True,True,True,124.22483890548781
0,-5.9,50,0.6,2000,-14.6,0.0,0.0,0.0,False,False,True,True,True,162.6385566751396
1,-5.3,48,0.4,1664,-14.6,0.0,0.0,0.0,False,False,True,True,True,146.77176179119115
2,-5.0,65,0.4,990,-10.5,0.0,0.0,0.2,False,False,True,True,True,106.84846915593268
3,-5.3,76,1.0,767,-8.8,0.0,0.3,0.5,False,False,True,True,True,0.0
4,-5.4,81,0.7,270,-8.1,0.0,0.0,0.7,False,False,True,True,True,0.0
5,-5.3,81,0.9,923,-8.0,0.0,0.0,0.8,False,False,True,True,True,150.61474720704408
6,-5.2,85,0.9,271,-7.3,0.0,0.4,1.3,False,False,True,True,True,77.1512544331644
7,-5.0,85,0.7,186,-7.1,0.0,0.0,1.8,False,False,True,True,True,23.584211892619066
8,-4.6,86,1.2,508,-6.5,0.0,0.0,2.0,False,False,True,True,True,296.07336444360635
9,-4.3,89,1.0,59,-5.8,0.0,1.6,4.0,False,False,True,True,True,63.19147693008305
10,-3.7,87,1.0,541,-5.5,0.03,0.0,4.8,False,False,True,True,True,150.09655461497334
11,-2.9,85,1.2,243,-5.0,0.06,0.0,4.8,False,False,True,True,True,50.53238743026763
12,-1.8,83,1.2,351,-4.3,0.09,1.1,5.1,False,False,True,True,True,261.37657897965875
13,-0.9,84,1.2,333,-3.2,0.09,0.0,5.0,False,False,True,True,True,245.82855975926324
14,0.5,76,0.9,364,-3.2,0.17,0.0,4.2,False,False,True,True,True,91.91281320097212
15,1.6,73,0.9,421,-2.7,0.6,0.0,3.2,False,False,True,True,True,230.99912046418115
16,1.8,76,0.8,410,-1.9,0.47,0.0,2.7,False,False,True,True,True,243.43987798333177
17,0.4,84,0.8,317,-1.9,0.15,0.0,2.7,False,False,True,True,True,307.4145833314515
18,0.0,88,0.6,277,-1.7,0.0,0.0,2.7,False,False,True,True,True,187.64402170455077
19,1.3,65,1.1,1122,-4.5,0.0,0.0,2.7,False,False,True,True,True,264.3752181656678
20,3.3,65,3.2,1172,-2.6,0.0,0.0,2.7,False,False,True,True,True,267.4021670716744
21,2.8,73,2.4,831,-1.5,0.0,0.0,2.6,False,False,True,True,True,0.0
22,1.5,82,2.4,537,-1.2,0.0,0.0,2.6,False,False,True,True,True,45.52018834745567
23,0.1,81,2.9,551,-2.7,0.0,0.0,2.6,False,False,True,True,True,0.0
0,-1.0,73,2.3,881,-5.2,0.0,0.0,2.6,False,False,True,True,True,95.93499109874332
1,-2.0,72,0.8,979,-6.3,0.0,0.0,2.6,False,False,True,True,True,191.42194069764201
2,-2.7,72,0.9,990,-7.0,0.0,0.0,2.6,False,False,True,True,True,238.35247413631365
3,-2.8,58,1.6,1315,-9.9,0.0,0.0,2.6,False,False,True,True,True,62.16864186151723
4,-2.9,59,1.8,1286,-9.8,0.0,0.0,2.6,False,False,True,True,True,196.56793542213066
5,-3.9,66,0.7,1209,-9.3,0.0,0.0,2.6,False,False,True,True,True,0.0
6,-4.3,70,1.6,1169,-8.9,0.0,0.0,2.6,False,False,True,True,True,0.0
7,-4.4,64,2.8,1367,-10.1,0.0,0.0,2.6,False,False,True,True,True,159.62578123094107
8,-5.2,58,2.2,1594,-12.1,0.0,0.0,2.5,False,False,True,True,True,427.1581863017967
9,-5.3,48,2.6,1810,-14.6,0.18,0.0,2.5,False,False,True,True,True,195.83679554064076
10,-4.6,41,2.8,1815,-15.8,0.57,0.0,2.5,False,False,True,True,True,0.0
11,-3.5,35,2.2,1742,-16.7,0.87,0.0,2.5,False,False,True,True,True,165.37767002841488
12,-2.5,31,2.6,1778,-17.3,1.08,0.0,2.3,False,False,True,True,True,64.79307131469953
13,-2.2,25,3.2,1970,-19.6,1.17,0.0,2.2,False,False,True,True,True,253.79056473147614
14,-2.2,23,3.7,1971,-20.5,1.09,0.0,2.2,False,False,True,True,True,213.46824106151576
15,-1.3,26,3.0,2000,-18.3,0.91,0.0,2.1,False,False,True,True,True,104.06698767593713
16,-1.8,31,3.1,1993,-16.7,0.56,0.0,2.0,False,False,True,True,True,161.28357093443137
17,-2.7,35,1.8,2000,-16.0,0.18,0.0,2.0,False,False,True,True,True,153.5214940879735
18,-3.8,42,3.3,2000,-14.8,0.0,0.0,2.0,False,False,True,True,True,377.9358211467936
19,-4.5,51,2.0,2000,-13.1,0.0,0.0,2.0,False,False,True,True,True,368.40965670807856
20,-4.9,55,2.0,2000,-12.5,0.0,0.0,2.0,False,False,True,True,True,129.63137943434782
21,-5.0,57,1.9,2000,-12.2,0.0,0.0,2.0,False,False,True,True,True,272.76630891976777
22,-5.5,56,1.5,2000,-12.9,0.0,0.0,2.0,False,False,True,True,True,161.69777683505225
23,-5.8,57,1.7,2000,-12.9,0.0,0.0,2.0,False,False,True,True,True,72.28985464273522
0,-6.5,63,1.5,1666,-12.3,0.0,0.0,2.0,False,False,True,True,True,131.64485332871402
1,-7.3,67,1.1,1593,-12.3,0.0,0.0,2.0,False,False,True,True,True,71.84069853145587
2,-7.8,68,0.9,1642,-12.6,0.0,0.0,2.0,False,False,True,True,True,54.43464000532377
3,-8.1,70,1.3,1557,-12.6,0.0,0.0,2.0,False,False,True,True,True,0.0
4,-8.5,73,1.0,1723,-12.4,0.0,0.0,2.0,False,False,True,True,True,228.08641033019973
5,-8.3,67,0.9,1566,-13.3,0.0,0.0,2.0,False,False,True,True,True,59.411735258788276
6,-8.2,66,0.9,1718,-13.4,0.0,0.0,2.0,False,False,True,True,True,29.301822884836895
7,-8.1,67,0.9,1737,-13.1,0.0,0.0,2.0,False,False,True,True,True,233.7024750855955
8,-7.8,65,1.1,1738,-13.2,0.0,0.0,2.0,False,False,True,True,True,455.1323038589995
9,-6.7,62,1.1,1749,-12.7,0.09,0.0,2.0,False,False,True,True,True,217.6212751780584
10,-5.4,56,1.1,1751,-12.8,0.28,0.0,2.0,False,False,True,True,True,221.42039494466394
11,-4.2,51,1.1,1772,-12.8,0.4,0.0,1.9,False,False,True,True,True,277.28858321601655
12,-3.2,49,1.3,1723,-12.4,0.53,0.0,1.9,False,False,True,True,True,157.6742154737693
13,-1.3,43,1.0,1777,-12.3,0.8,0.0,1.7,False,False,True,True,True,172.28980393591968
14,-0.5,44,1.0,1793,-11.2,0.71,0.0,1.7,False,False,True,True,True,216.3888527759724
15,-0.2,45,1.0,1852,-10.7,0.41,0.0,1.6,False,False,True,True,True,17.290001671536288
16,-0.5,48,1.1,1722,-10.1,0.12,0.0,1.6,False,False,True,True,True,78.4058402611262
17,-0.9,70,1.1,299,-5.6,0.02,0.0,2.2,False,False,True,True,True,369.2445661829421
18,-1.4,79,1.6,702,-4.5,0.0,0.1,2.2,False,False,True,True,True,488.1500014581643
19,-1.5,81,1.8,751,-4.3,0.0,0.0,2.2,False,False,True,True,True,165.90585776654993
20,-1.9,86,0.9,700,-3.9,0.0,0.0,2.4,False,False,True,True,True,220.78166717675728
21,-2.0,83,1.2,904,-4.5,0.0,0.1,2.4,False,False,True,True,True,227.11333422710305
22,-1.6,82,0.4,929,-4.2,0.0,0.0,2.3,False,False,True,True,True,481.8805487386746
23,-1.1,87,1.4,349,-2.9,0.0,0.0,2.2,False,False,True,True,True,261.3184474229488
0,-1.3,90,2.0,259,-2.7,0.0,0.0,2.2,False,False,True,True,True,153.62402161234093
1,-1.8,90,1.6,263,-3.2,0.0,0.0,2.2,False,False,True,True,True,96.55182532354665
2,-2.2,88,1.4,348,-3.9,0.0,0.0,2.2,False,False,True,True,True,0.0
3,-2.9,89,1.3,288,-4.4,0.0,0.0,2.2,False,False,True,True,True,98.68502948670591
4,-3.6,91,1.2,241,-4.8,0.0,0.0,2.2,False,False,True,True,True,0.0
5,-4.3,91,1.5,233,-5.5,0.0,0.0,2.2,False,False,True,True,True,0.0
6,-4.8,91,1.1,266,-6.0,0.0,0.0,2.2,False,False,True,True,True,21.444319043209404
7,-5.3,90,1.1,311,-6.6,0.0,0.0,2.2,False,False,True,True,True,73.36064146454669
8,-5.6,89,0.9,371,-7.1,0.0,0.0,2.2,False,False,True,True,True,586.2303123508806
9,-5.3,88,0.4,463,-6.9,0.21,0.0,2.2,False,False,True,True,True,350.29831160359197
10,-3.0,71,0.7,608,-7.5,0.67,0.0,2.1,False,False,True,True,True,168.22864998093831
11,-0.7,62,0.7,519,-7.0,0.77,0.0,2.0,False,False,True,True,True,386.1840332969341
12,1.9,40,2.0,1835,-10.3,1.04,0.0,1.9,False,False,True,True,True,297.48535437739736
13,3.2,42,1.8,1349,-8.5,1.08,0.0,1.8,False,False,True,True,True,201.67108067092158
14,4.3,47,2.3,953,-6.0,0.96,0.0,1.6,False,False,True,True,True,402.36167593373375
15,4.4,46,1.4,1113,-6.2,0.78,0.0,1.0,False,False,True,True,True,368.1393420273752
16,4.1,51,1.8,1112,-5.1,0.48,0.0,0.9,False,False,True,True,True,200.6468285555794
17,2.9,60,1.3,1193,-4.1,0.16,0.0,0.8,False,False,True,True,True,347.58480519348643
18,1.7,64,1.3,1140,-4.3,0.0,0.0,0.8,False,False,True,True,True,446.2842665790895
19,0.8,71,0.9,923,-3.8,0.0,0.0,0.8,False,False,True,True,True,221.21465127063018
20,0.2,72,0.7,990,-4.2,0.0,0.0,0.8,False,False,True,True,True,377.60732592522385
21,-0.4,74,0.6,1065,-4.4,0.0,0.0,0.8,False,False,True,True,True,432.7353346943532
22,-1.1,78,0.6,865,-4.4,0.0,0.0,0.8,False,False,True,True,True,116.68911846367132
23,-1.5,79,0.6,821,-4.6,0.0,0.0,0.8,False,False,True,True,True,266.4670598120746
0,-1.7,79,0.5,794,-4.8,0.0,0.0,0.8,False,False,True,False,True,133.0505785769626
1,-1.6,79,0.6,784,-4.7,0.0,0.0,0.8,False,False,True,False,True,202.8708041500416
2,-1.1,79,0.7,736,-4.2,0.0,0.0,0.8,False,False,True,False,True,103.6861128442749
3,-0.6,76,0.5,789,-4.3,0.0,0.0,0.7,False,False,True,False,True,15.40922121096942
4,-0.3,76,0.9,760,-4.0,0.0,0.0,0.7,False,False,True,False,True,68.69444907324967
5,-0.2,73,0.8,880,-4.4,0.0,0.0,0.7,False,False,True,False,True,0.0
6,-0.1,71,0.8,895,-4.7,0.0,0.0,0.7,False,False,True,False,True,140.16659516411733
7,-0.3,72,0.7,919,-4.7,0.0,0.0,0.7,False,False,True,False,True,278.13948199319515
8,-0.4,69,0.5,904,-5.4,0.0,0.0,0.7,False,False,True,False,True,520.8818672274901
9,0.3,67,0.7,897,-5.1,0.03,0.0,0.6,False,False,True,False,True,210.19356042565602
10,1.4,64,1.0,897,-4.6,0.25,0.0,0.5,False,False,True,False,True,192.1975928478271
11,3.1,57,0.8,804,-4.6,0.63,0.0,0.0,False,False,True,False,True,351.0838141715052
12,4.5,56,0.8,836,-3.5,0.71,0.0,0.0,False,False,True,False,True,349.4635476347163
13,5.4,55,1.2,820,-2.9,0.66,0.0,0.0,False,False,True,False,True,225.42190137946181
14,5.9,55,0.6,779,-2.4,0.48,0.0,0.0,False,False,True,False,True,335.61036281998236
15,6.5,55,0.9,801,-1.9,0.38,0.0,0.0,False,False,True,False,True,458.6964187799986
16,6.0,58,0.7,732,-1.6,0.19,0.0,0.0,False,False,True,False,True,254.4856731569363
17,5.4,61,1.3,691,-1.5,0.08,0.0,0.0,False,False,True,False,True,529.5698922233026
18,4.9,63,0.6,677,-1.5,0.0,0.0,0.0,False,False,True,False,True,606.8914030124133
19,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,False,False,True,False,True,536.2052044506934
20,5.9,67,1.3,779,0.2,0.0,0.0,0.0,False,False,True,False,True,249.15496652019607
21,6.1,70,2.2,763,1.0,0.0,0.0,0.0,False,False,True,False,True,134.37834232553237
22,6.1,70,2.7,806,1.0,0.0,0.0,0.0,False,False,True,False,True,156.53588733908757
23,5.8,74,2.5,832,1.5,0.0,0.0,0.0,False,False,True,False,True,253.652200324945
0,5.8,75,1.9,788,1.7,0.0,0.0,0.0,False,False,True,True,True,307.12805338878746
1,5.7,75,1.7,706,1.6,0.0,0.0,0.0,False,False,True,True,True,249.50771001597744
2,5.6,76,1.6,641,1.6,0.0,0.0,0.0,False,False,True,True,True,373.7835778243148
3,5.4,77,1.6,583,1.6,0.0,0.0,0.0,False,False,True,True,True,69.24856508579256
4,5.3,79,0.9,506,1.9,0.0,0.0,0.0,False,False,True,True,True,113.60680458056453
5,5.0,81,1.2,425,2.0,0.0,0.0,0.0,False,False,True,True,True,0.0
6,5.1,81,1.3,375,2.1,0.0,0.0,0.0,False,False,True,True,True,0.0
7,5.1,82,0.7,334,2.2,0.0,0.0,0.0,False,False,True,True,True,103.58580344599356
8,5.1,83,0.9,297,2.4,0.0,0.0,0.0,False,False,True,True,True,104.7553337274311
9,5.2,84,0.7,226,2.7,0.03,0.0,0.0,False,False,True,True,True,201.794397165003
10,5.4,82,1.2,215,2.5,0.13,0.0,0.0,False,False,True,True,True,332.35844706212436
11,5.7,81,1.1,192,2.6,0.18,0.0,0.0,False,False,True,True,True,226.18593074973407
12,7.0,72,1.9,246,2.2,0.64,0.0,0.0,False,False,True,True,True,405.852894413748
13,7.7,68,1.0,249,2.1,0.58,0.0,0.0,False,False,True,True,True,313.70129091873036
14,8.6,63,1.6,263,1.9,0.72,0.0,0.0,False,False,True,True,True,456.25835297295214
15,8.6,64,1.5,269,2.1,0.57,0.0,0.0,False,False,True,True,True,582.4712164844989
16,8.2,64,1.0,281,1.7,0.32,0.0,0.0,False,False,True,True,True,233.86933343995085
17,7.7,67,0.9,264,1.9,0.11,0.0,0.0,False,False,True,True,True,375.90068672522204
18,6.6,73,0.4,229,2.0,0.0,0.0,0.0,False,False,True,True,True,395.8315091101496
19,6.0,76,1.1,219,2.0,0.0,0.0,0.0,False,False,True,True,True,240.35543602492072
20,5.9,75,1.5,222,1.7,0.0,0.0,0.0,False,False,True,True,True,293.9082222729531
21,5.6,77,0.9,212,1.8,0.0,0.0,0.0,False,False,True,True,True,220.56466260244474
22,5.3,79,0.6,200,1.9,0.0,0.0,0.0,False,False,True,True,True,290.3775290478146
