weather_id,Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
320,14/12/2017,-10.9,57.0,1.1,1387.0,-17.7,0.0,0.0,0.0
321,14/12/2017,-10.4,54.0,1.1,1432.0,-17.9,0.01,0.0,0.0
322,14/12/2017,-9.4,44.0,0.5,1680.0,-19.4,0.13,0.0,0.0
323,14/12/2017,-7.7,43.0,0.9,1555.0,-18.1,0.35,0.0,0.0
324,14/12/2017,-6.1,38.0,1.0,1587.0,-18.1,0.52,0.0,0.0
325,14/12/2017,-4.9,34.0,1.3,1768.0,-18.3,0.6,0.0,0.0
326,14/12/2017,-3.8,32.0,0.9,1827.0,-18.1,0.52,0.0,0.0
327,14/12/2017,-2.7,28.0,0.7,1857.0,-18.7,0.65,0.0,0.0
328,14/12/2017,-2.5,29.0,1.1,1667.0,-18.1,0.48,0.0,0.0
329,14/12/2017,-2.4,28.0,0.9,1878.0,-18.4,0.35,0.0,0.0
330,14/12/2017,-2.9,31.0,0.6,1723.0,-17.7,0.09,0.0,0.0
331,14/12/2017,-3.5,35.0,1.1,1414.0,-16.7,0.0,0.0,0.0
332,14/12/2017,-4.2,40.0,0.9,1216.0,-15.8,0.0,0.0,0.0
333,14/12/2017,-4.8,43.0,1.1,1397.0,-15.4,0.0,0.0,0.0
334,14/12/2017,-4.8,45.0,0.8,1351.0,-14.9,0.0,0.0,0.0
335,14/12/2017,-4.9,44.0,1.1,1369.0,-15.3,0.0,0.0,0.0
336,14/12/2017,-5.6,53.0,1.2,1290.0,-13.6,0.0,0.0,0.0
337,15/12/2017,-5.7,53.0,0.6,1262.0,-13.7,0.0,0.0,0.0
338,15/12/2017,-6.3,57.0,0.4,1148.0,-13.4,0.0,0.0,0.0
339,15/12/2017,-6.8,58.0,0.4,1089.0,-13.6,0.0,0.0,0.0
340,15/12/2017,-6.9,56.0,0.5,1111.0,-14.2,0.0,0.0,0.0
341,15/12/2017,-7.1,59.0,0.8,1058.0,-13.7,0.0,0.0,0.0
342,15/12/2017,-7.5,64.0,0.9,989.0,-13.1,0.0,0.0,0.0
343,15/12/2017,-7.4,64.0,0.7,906.0,-13.0,0.0,0.0,0.0
344,15/12/2017,-7.0,63.0,0.6,865.0,-12.8,0.0,0.0,0.0
345,15/12/2017,-6.6,64.0,1.1,791.0,-12.2,0.0,0.0,0.0
346,15/12/2017,-5.9,60.0,0.6,691.0,-12.4,0.09,0.0,0.0
347,15/12/2017,-4.6,52.0,0.8,648.0,-12.9,0.34,0.0,0.0
348,15/12/2017,-2.9,46.0,1.0,809.0,-12.9,0.42,0.0,0.0
349,15/12/2017,-2.5,43.0,0.7,895.0,-13.3,0.34,0.0,0.0
350,15/12/2017,-1.6,40.0,0.3,868.0,-13.4,0.32,0.0,0.0
351,15/12/2017,-0.7,39.0,0.8,826.0,-12.9,0.35,0.0,0.0
352,15/12/2017,0.1,35.0,1.5,946.0,-13.5,0.42,0.0,0.0
353,15/12/2017,0.0,37.0,0.6,994.0,-12.9,0.13,0.0,0.0
354,15/12/2017,-0.2,39.0,0.8,1016.0,-12.5,0.0,0.0,0.0
355,15/12/2017,0.1,43.0,0.9,1485.0,-11.0,0.0,0.0,0.0
356,15/12/2017,0.6,41.0,1.2,1550.0,-11.1,0.0,0.0,0.0
357,15/12/2017,0.9,42.0,1.2,1113.0,-10.5,0.0,0.0,0.0
358,15/12/2017,0.7,47.0,2.7,1283.0,-9.3,0.0,0.0,0.0
359,15/12/2017,-0.1,49.0,2.0,870.0,-9.5,0.0,0.0,0.0
360,15/12/2017,-1.3,60.0,2.5,792.0,-8.0,0.0,0.0,0.0
361,16/12/2017,-2.6,73.0,3.4,787.0,-6.7,0.0,0.0,0.0
362,16/12/2017,-3.4,76.0,2.9,582.0,-7.0,0.0,0.0,0.0
363,16/12/2017,-4.1,73.0,2.1,567.0,-8.2,0.0,0.0,0.0
364,16/12/2017,-4.5,71.0,1.6,651.0,-8.9,0.0,0.0,0.0
365,16/12/2017,-5.0,70.0,2.7,702.0,-9.6,0.0,0.0,0.0
366,16/12/2017,-5.6,72.0,2.0,662.0,-9.8,0.0,0.0,0.0
367,16/12/2017,-6.1,69.0,2.9,765.0,-10.8,0.0,0.0,0.0
368,16/12/2017,-6.7,64.0,2.1,977.0,-12.3,0.0,0.0,0.0
369,16/12/2017,-7.3,62.0,2.6,1112.0,-13.3,0.0,0.0,0.0
370,16/12/2017,-7.2,47.0,2.8,1724.0,-16.6,0.18,0.0,0.0
371,16/12/2017,-6.2,42.0,2.3,1893.0,-17.0,0.52,0.0,0.0
372,16/12/2017,-5.2,30.0,4.0,1991.0,-20.1,0.86,0.0,0.0
373,16/12/2017,-4.1,28.0,3.8,1998.0,-19.9,1.08,0.0,0.0
374,16/12/2017,-3.7,23.0,4.0,1980.0,-21.8,1.12,0.0,0.0
375,16/12/2017,-3.4,22.0,4.3,1966.0,-22.1,1.07,0.0,0.0
376,16/12/2017,-3.3,22.0,5.0,2000.0,-22.0,0.86,0.0,0.0
377,16/12/2017,-3.3,24.0,3.5,2000.0,-21.0,0.54,0.0,0.0
378,16/12/2017,-4.6,26.0,2.6,2000.0,-21.2,0.17,0.0,0.0
379,16/12/2017,-5.3,28.0,3.5,2000.0,-21.0,0.0,0.0,0.0
380,16/12/2017,-6.0,32.0,2.4,2000.0,-20.0,0.0,0.0,0.0
381,16/12/2017,-6.6,37.0,3.4,2000.0,-18.9,0.0,0.0,0.0
382,16/12/2017,-7.1,39.0,3.2,2000.0,-18.7,0.0,0.0,0.0
383,16/12/2017,-7.6,41.0,1.6,2000.0,-18.6,0.0,0.0,0.0
385,17/12/2017,-8.1,41.0,2.0,2000.0,-19.0,0.0,0.0,0.0
386,17/12/2017,-8.4,40.0,1.6,2000.0,-19.6,0.0,0.0,0.0
387,17/12/2017,-8.7,40.0,2.8,2000.0,-19.8,0.0,0.0,0.0
388,17/12/2017,-9.0,40.0,3.1,2000.0,-20.1,0.0,0.0,0.0
389,17/12/2017,-9.5,40.0,1.9,2000.0,-20.6,0.0,0.0,0.0
390,17/12/2017,-9.7,41.0,3.1,2000.0,-20.5,0.0,0.0,0.0
391,17/12/2017,-9.9,42.0,2.3,2000.0,-20.4,0.0,0.0,0.0
392,17/12/2017,-10.2,42.0,2.3,2000.0,-20.6,0.0,0.0,0.0
393,17/12/2017,-10.7,43.0,0.9,2000.0,-20.8,0.0,0.0,0.0
394,17/12/2017,-10.5,38.0,1.1,1950.0,-22.1,0.19,0.0,0.0
395,17/12/2017,-8.5,31.0,1.5,1997.0,-22.6,0.58,0.0,0.0
396,17/12/2017,-7.2,29.0,1.8,1926.0,-22.2,0.88,0.0,0.0
397,17/12/2017,-4.9,25.0,2.6,1966.0,-21.9,1.08,0.0,0.0
398,17/12/2017,-4.5,25.0,3.2,1989.0,-21.6,1.14,0.0,0.0
399,17/12/2017,-3.2,26.0,3.1,1933.0,-20.0,1.07,0.0,0.0
400,17/12/2017,-2.5,28.0,2.0,2000.0,-18.5,0.85,0.0,0.0
401,17/12/2017,-2.7,31.0,2.3,2000.0,-17.5,0.54,0.0,0.0
402,17/12/2017,-3.8,35.0,2.4,2000.0,-17.0,0.17,0.0,0.0
403,17/12/2017,-4.7,37.0,1.8,2000.0,-17.2,0.01,0.0,0.0
404,17/12/2017,-5.6,39.0,1.1,2000.0,-17.3,0.0,0.0,0.0
405,17/12/2017,-6.0,42.0,0.8,2000.0,-16.8,0.0,0.0,0.0
406,17/12/2017,-6.5,45.0,0.7,2000.0,-16.4,0.0,0.0,0.0
407,17/12/2017,-6.6,50.0,0.6,1990.0,-15.3,0.0,0.0,0.0
408,17/12/2017,-6.9,53.0,0.7,2000.0,-14.8,0.0,0.0,0.0
409,18/12/2017,-5.9,50.0,0.6,2000.0,-14.6,0.0,0.0,0.0
410,18/12/2017,-5.3,48.0,0.4,1664.0,-14.6,0.0,0.0,0.0
411,18/12/2017,-5.0,65.0,0.4,990.0,-10.5,0.0,0.0,0.2
412,18/12/2017,-5.3,76.0,1.0,767.0,-8.8,0.0,0.3,0.5
413,18/12/2017,-5.4,81.0,0.7,270.0,-8.1,0.0,0.0,0.7
414,18/12/2017,-5.3,81.0,0.9,923.0,-8.0,0.0,0.0,0.8
415,18/12/2017,-5.2,85.0,0.9,271.0,-7.3,0.0,0.4,1.3
416,18/12/2017,-5.0,85.0,0.7,186.0,-7.1,0.0,0.0,1.8
417,18/12/2017,-4.6,86.0,1.2,508.0,-6.5,0.0,0.0,2.0
418,18/12/2017,-4.3,89.0,1.0,59.0,-5.8,0.0,1.6,4.0
419,18/12/2017,-3.7,87.0,1.0,541.0,-5.5,0.03,0.0,4.8
420,18/12/2017,-2.9,85.0,1.2,243.0,-5.0,0.06,0.0,4.8
421,18/12/2017,-1.8,83.0,1.2,351.0,-4.3,0.09,1.1,5.1
422,18/12/2017,-0.9,84.0,1.2,333.0,-3.2,0.09,0.0,5.0
423,18/12/2017,0.5,76.0,0.9,364.0,-3.2,0.17,0.0,4.2
424,18/12/2017,1.6,73.0,0.9,421.0,-2.7,0.6,0.0,3.2
425,18/12/2017,1.8,76.0,0.8,410.0,-1.9,0.47,0.0,2.7
426,18/12/2017,0.4,84.0,0.8,317.0,-1.9,0.15,0.0,2.7
427,18/12/2017,0.0,88.0,0.6,277.0,-1.7,0.0,0.0,2.7
428,18/12/2017,1.3,65.0,1.1,1122.0,-4.5,0.0,0.0,2.7
429,18/12/2017,3.3,65.0,3.2,1172.0,-2.6,0.0,0.0,2.7
430,18/12/2017,2.8,73.0,2.4,831.0,-1.5,0.0,0.0,2.6
431,18/12/2017,1.5,82.0,2.4,537.0,-1.2,0.0,0.0,2.6
432,18/12/2017,0.1,81.0,2.9,551.0,-2.7,0.0,0.0,2.6
433,19/12/2017,-1.0,73.0,2.3,881.0,-5.2,0.0,0.0,2.6
434,19/12/2017,-2.0,72.0,0.8,979.0,-6.3,0.0,0.0,2.6
435,19/12/2017,-2.7,72.0,0.9,990.0,-7.0,0.0,0.0,2.6
436,19/12/2017,-2.8,58.0,1.6,1315.0,-9.9,0.0,0.0,2.6
437,19/12/2017,-2.9,59.0,1.8,1286.0,-9.8,0.0,0.0,2.6
438,19/12/2017,-3.9,66.0,0.7,1209.0,-9.3,0.0,0.0,2.6
439,19/12/2017,-4.3,70.0,1.6,1169.0,-8.9,0.0,0.0,2.6
440,19/12/2017,-4.4,64.0,2.8,1367.0,-10.1,0.0,0.0,2.6
441,19/12/2017,-5.2,58.0,2.2,1594.0,-12.1,0.0,0.0,2.5
442,19/12/2017,-5.3,48.0,2.6,1810.0,-14.6,0.18,0.0,2.5
443,19/12/2017,-4.6,41.0,2.8,1815.0,-15.8,0.57,0.0,2.5
444,19/12/2017,-3.5,35.0,2.2,1742.0,-16.7,0.87,0.0,2.5
445,19/12/2017,-2.5,31.0,2.6,1778.0,-17.3,1.08,0.0,2.3
446,19/12/2017,-2.2,25.0,3.2,1970.0,-19.6,1.17,0.0,2.2
447,19/12/2017,-2.2,23.0,3.7,1971.0,-20.5,1.09,0.0,2.2
448,19/12/2017,-1.3,26.0,3.0,2000.0,-18.3,0.91,0.0,2.1
449,19/12/2017,-1.8,31.0,3.1,1993.0,-16.7,0.56,0.0,2.0
450,19/12/2017,-2.7,35.0,1.8,2000.0,-16.0,0.18,0.0,2.0
451,19/12/2017,-3.8,42.0,3.3,2000.0,-14.8,0.0,0.0,2.0
452,19/12/2017,-4.5,51.0,2.0,2000.0,-13.1,0.0,0.0,2.0
453,19/12/2017,-4.9,55.0,2.0,2000.0,-12.5,0.0,0.0,2.0
454,19/12/2017,-5.0,57.0,1.9,2000.0,-12.2,0.0,0.0,2.0
455,19/12/2017,-5.5,56.0,1.5,2000.0,-12.9,0.0,0.0,2.0
456,19/12/2017,-5.8,57.0,1.7,2000.0,-12.9,0.0,0.0,2.0
457,20/12/2017,-6.5,63.0,1.5,1666.0,-12.3,0.0,0.0,2.0
458,20/12/2017,-7.3,67.0,1.1,1593.0,-12.3,0.0,0.0,2.0
459,20/12/2017,-7.8,68.0,0.9,1642.0,-12.6,0.0,0.0,2.0
460,20/12/2017,-8.1,70.0,1.3,1557.0,-12.6,0.0,0.0,2.0
461,20/12/2017,-8.5,73.0,1.0,1723.0,-12.4,0.0,0.0,2.0
462,20/12/2017,-8.3,67.0,0.9,1566.0,-13.3,0.0,0.0,2.0
463,20/12/2017,-8.2,66.0,0.9,1718.0,-13.4,0.0,0.0,2.0
464,20/12/2017,-8.1,67.0,0.9,1737.0,-13.1,0.0,0.0,2.0
465,20/12/2017,-7.8,65.0,1.1,1738.0,-13.2,0.0,0.0,2.0
466,20/12/2017,-6.7,62.0,1.1,1749.0,-12.7,0.09,0.0,2.0
467,20/12/2017,-5.4,56.0,1.1,1751.0,-12.8,0.28,0.0,2.0
468,20/12/2017,-4.2,51.0,1.1,1772.0,-12.8,0.4,0.0,1.9
469,20/12/2017,-3.2,49.0,1.3,1723.0,-12.4,0.53,0.0,1.9
470,20/12/2017,-1.3,43.0,1.0,1777.0,-12.3,0.8,0.0,1.7
471,20/12/2017,-0.5,44.0,1.0,1793.0,-11.2,0.71,0.0,1.7
472,20/12/2017,-0.2,45.0,1.0,1852.0,-10.7,0.41,0.0,1.6
473,20/12/2017,-0.5,48.0,1.1,1722.0,-10.1,0.12,0.0,1.6
474,20/12/2017,-0.9,70.0,1.1,299.0,-5.6,0.02,0.0,2.2
475,20/12/2017,-1.4,79.0,1.6,702.0,-4.5,0.0,0.1,2.2
476,20/12/2017,-1.5,81.0,1.8,751.0,-4.3,0.0,0.0,2.2
477,20/12/2017,-1.9,86.0,0.9,700.0,-3.9,0.0,0.0,2.4
478,20/12/2017,-2.0,83.0,1.2,904.0,-4.5,0.0,0.1,2.4
479,20/12/2017,-1.6,82.0,0.4,929.0,-4.2,0.0,0.0,2.3
480,20/12/2017,-1.1,87.0,1.4,349.0,-2.9,0.0,0.0,2.2
481,21/12/2017,-1.3,90.0,2.0,259.0,-2.7,0.0,0.0,2.2
482,21/12/2017,-1.8,90.0,1.6,263.0,-3.2,0.0,0.0,2.2
483,21/12/2017,-2.2,88.0,1.4,348.0,-3.9,0.0,0.0,2.2
484,21/12/2017,-2.9,89.0,1.3,288.0,-4.4,0.0,0.0,2.2
485,21/12/2017,-3.6,91.0,1.2,241.0,-4.8,0.0,0.0,2.2
486,21/12/2017,-4.3,91.0,1.5,233.0,-5.5,0.0,0.0,2.2
487,21/12/2017,-4.8,91.0,1.1,266.0,-6.0,0.0,0.0,2.2
488,21/12/2017,-5.3,90.0,1.1,311.0,-6.6,0.0,0.0,2.2
489,21/12/2017,-5.6,89.0,0.9,371.0,-7.1,0.0,0.0,2.2
490,21/12/2017,-5.3,88.0,0.4,463.0,-6.9,0.21,0.0,2.2
491,21/12/2017,-3.0,71.0,0.7,608.0,-7.5,0.67,0.0,2.1
492,21/12/2017,-0.7,62.0,0.7,519.0,-7.0,0.77,0.0,2.0
493,21/12/2017,1.9,40.0,2.0,1835.0,-10.3,1.04,0.0,1.9
494,21/12/2017,3.2,42.0,1.8,1349.0,-8.5,1.08,0.0,1.8
495,21/12/2017,4.3,47.0,2.3,953.0,-6.0,0.96,0.0,1.6
496,21/12/2017,4.4,46.0,1.4,1113.0,-6.2,0.78,0.0,1.0
497,21/12/2017,4.1,51.0,1.8,1112.0,-5.1,0.48,0.0,0.9
498,21/12/2017,2.9,60.0,1.3,1193.0,-4.1,0.16,0.0,0.8
499,21/12/2017,1.7,64.0,1.3,1140.0,-4.3,0.0,0.0,0.8
500,21/12/2017,0.8,71.0,0.9,923.0,-3.8,0.0,0.0,0.8
501,21/12/2017,0.2,72.0,0.7,990.0,-4.2,0.0,0.0,0.8
502,21/12/2017,-0.4,74.0,0.6,1065.0,-4.4,0.0,0.0,0.8
503,21/12/2017,-1.1,78.0,0.6,865.0,-4.4,0.0,0.0,0.8
504,21/12/2017,-1.5,79.0,0.6,821.0,-4.6,0.0,0.0,0.8
505,22/12/2017,-1.7,79.0,0.5,794.0,-4.8,0.0,0.0,0.8
506,22/12/2017,-1.6,79.0,0.6,784.0,-4.7,0.0,0.0,0.8
507,22/12/2017,-1.1,79.0,0.7,736.0,-4.2,0.0,0.0,0.8
508,22/12/2017,-0.6,76.0,0.5,789.0,-4.3,0.0,0.0,0.7
509,22/12/2017,-0.3,76.0,0.9,760.0,-4.0,0.0,0.0,0.7
510,22/12/2017,-0.2,73.0,0.8,880.0,-4.4,0.0,0.0,0.7
511,22/12/2017,-0.1,71.0,0.8,895.0,-4.7,0.0,0.0,0.7
512,22/12/2017,-0.3,72.0,0.7,919.0,-4.7,0.0,0.0,0.7
513,22/12/2017,-0.4,69.0,0.5,904.0,-5.4,0.0,0.0,0.7
514,22/12/2017,0.3,67.0,0.7,897.0,-5.1,0.03,0.0,0.6
515,22/12/2017,1.4,64.0,1.0,897.0,-4.6,0.25,0.0,0.5
516,22/12/2017,3.1,57.0,0.8,804.0,-4.6,0.63,0.0,0.0
517,22/12/2017,4.5,56.0,0.8,836.0,-3.5,0.71,0.0,0.0
518,22/12/2017,5.4,55.0,1.2,820.0,-2.9,0.66,0.0,0.0
519,22/12/2017,5.9,55.0,0.6,779.0,-2.4,0.48,0.0,0.0
520,22/12/2017,6.5,55.0,0.9,801.0,-1.9,0.38,0.0,0.0
521,22/12/2017,6.0,58.0,0.7,732.0,-1.6,0.19,0.0,0.0
522,22/12/2017,5.4,61.0,1.3,691.0,-1.5,0.08,0.0,0.0
523,22/12/2017,4.9,63.0,0.6,677.0,-1.5,0.0,0.0,0.0
524,22/12/2017,5.2,64.0,0.7,691.0,-1.0,0.0,0.0,0.0
525,22/12/2017,5.9,67.0,1.3,779.0,0.2,0.0,0.0,0.0
526,22/12/2017,6.1,70.0,2.2,763.0,1.0,0.0,0.0,0.0
527,22/12/2017,6.1,70.0,2.7,806.0,1.0,0.0,0.0,0.0
528,22/12/2017,5.8,74.0,2.5,832.0,1.5,0.0,0.0,0.0
529,23/12/2017,5.8,75.0,1.9,788.0,1.7,0.0,0.0,0.0
530,23/12/2017,5.7,75.0,1.7,706.0,1.6,0.0,0.0,0.0
531,23/12/2017,5.6,76.0,1.6,641.0,1.6,0.0,0.0,0.0
532,23/12/2017,5.4,77.0,1.6,583.0,1.6,0.0,0.0,0.0
533,23/12/2017,5.3,79.0,0.9,506.0,1.9,0.0,0.0,0.0
534,23/12/2017,5.0,81.0,1.2,425.0,2.0,0.0,0.0,0.0
535,23/12/2017,5.1,81.0,1.3,375.0,2.1,0.0,0.0,0.0
536,23/12/2017,5.1,82.0,0.7,334.0,2.2,0.0,0.0,0.0
537,23/12/2017,5.1,83.0,0.9,297.0,2.4,0.0,0.0,0.0
538,23/12/2017,5.2,84.0,0.7,226.0,2.7,0.03,0.0,0.0
539,23/12/2017,5.4,82.0,1.2,215.0,2.5,0.13,0.0,0.0
540,23/12/2017,5.7,81.0,1.1,192.0,2.6,0.18,0.0,0.0
541,23/12/2017,7.0,72.0,1.9,246.0,2.2,0.64,0.0,0.0
542,23/12/2017,7.7,68.0,1.0,249.0,2.1,0.58,0.0,0.0
543,23/12/2017,8.6,63.0,1.6,263.0,1.9,0.72,0.0,0.0
544,23/12/2017,8.6,64.0,1.5,269.0,2.1,0.57,0.0,0.0
545,23/12/2017,8.2,64.0,1.0,281.0,1.7,0.32,0.0,0.0
546,23/12/2017,7.7,67.0,0.9,264.0,1.9,0.11,0.0,0.0
547,23/12/2017,6.6,73.0,0.4,229.0,2.0,0.0,0.0,0.0
548,23/12/2017,6.0,76.0,1.1,219.0,2.0,0.0,0.0,0.0
549,23/12/2017,5.9,75.0,1.5,222.0,1.7,0.0,0.0,0.0
550,23/12/2017,5.6,77.0,0.9,212.0,1.8,0.0,0.0,0.0
551,23/12/2017,5.3,79.0,0.6,200.0,1.9,0.0,0.0,0.0
552,23/12/2017,5.5,80.0,0.6,185.0,2.3,0.0,0.0,0.0
553,24/12/2017,5.6,78.0,0.6,196.0,2.0,0.0,0.0,0.0
554,24/12/2017,5.6,78.0,0.5,197.0,2.0,0.0,0.0,0.0
555,24/12/2017,5.4,80.0,0.9,190.0,2.2,0.0,0.0,0.0
556,24/12/2017,5.2,82.0,0.8,190.0,2.3,0.0,0.0,0.0
557,24/12/2017,5.2,82.0,0.7,189.0,2.3,0.0,0.0,0.0
559,24/12/2017,4.9,84.0,1.3,159.0,2.4,0.0,0.1,0.0
560,24/12/2017,4.7,89.0,1.1,100.0,3.0,0.0,0.0,0.0
561,24/12/2017,4.6,91.0,1.7,95.0,3.2,0.0,0.0,0.0
562,24/12/2017,4.6,94.0,0.9,90.0,3.7,0.0,6.4,0.0
563,24/12/2017,4.8,96.0,0.6,87.0,4.2,0.04,0.0,0.0
564,24/12/2017,4.6,95.0,0.8,156.0,3.8,0.05,0.0,0.0
565,24/12/2017,4.1,91.0,0.8,404.0,2.7,0.07,9.5,0.0
566,24/12/2017,3.7,90.0,0.7,744.0,2.2,0.15,0.0,0.0
567,24/12/2017,3.3,90.0,2.5,561.0,1.8,0.19,0.0,0.0
568,24/12/2017,2.9,90.0,2.0,380.0,1.4,0.08,3.5,0.0
569,24/12/2017,2.3,91.0,3.3,270.0,0.9,0.07,0.0,0.0
570,24/12/2017,2.2,86.0,2.6,605.0,0.0,0.04,0.0,0.0
571,24/12/2017,1.9,82.0,4.3,699.0,-0.8,0.01,0.5,0.0
572,24/12/2017,1.1,68.0,4.4,695.0,-4.1,0.0,0.0,0.0
573,24/12/2017,0.6,67.0,3.3,506.0,-4.8,0.0,0.0,0.0
574,24/12/2017,0.4,69.0,3.5,477.0,-4.6,0.0,0.0,0.0
575,24/12/2017,0.2,69.0,2.7,565.0,-4.8,0.0,0.0,0.0
576,24/12/2017,0.0,63.0,3.2,884.0,-6.2,0.0,0.0,0.0
577,25/12/2017,-0.6,64.0,2.4,1010.0,-6.5,0.0,0.0,0.0
578,25/12/2017,-1.2,57.0,4.3,1429.0,-8.6,0.0,0.0,0.0
579,25/12/2017,-1.8,53.0,4.1,1825.0,-10.1,0.0,0.0,0.0
580,25/12/2017,-2.3,52.0,3.4,1947.0,-10.8,0.0,0.0,0.0
581,25/12/2017,-3.0,51.0,3.2,2000.0,-11.7,0.0,0.0,0.0
582,25/12/2017,-3.7,51.0,2.6,2000.0,-12.3,0.0,0.0,0.0
583,25/12/2017,-4.1,50.0,3.0,2000.0,-13.0,0.0,0.0,0.0
584,25/12/2017,-4.6,46.0,2.8,2000.0,-14.4,0.0,0.0,0.0
585,25/12/2017,-4.9,44.0,3.0,2000.0,-15.3,0.0,0.0,0.0
586,25/12/2017,-4.6,40.0,3.5,2000.0,-16.1,0.18,0.0,0.0
587,25/12/2017,-3.7,35.0,3.7,1937.0,-16.9,0.57,0.0,0.0
588,25/12/2017,-2.8,35.0,2.9,1984.0,-16.1,0.87,0.0,0.0
589,25/12/2017,-1.6,33.0,2.5,1874.0,-15.8,1.18,0.0,0.0
590,25/12/2017,-1.5,33.0,3.8,2000.0,-15.7,1.18,0.0,0.0
591,25/12/2017,-0.4,31.0,2.0,2000.0,-15.5,1.1,0.0,0.0
592,25/12/2017,0.4,28.0,2.5,2000.0,-16.0,0.9,0.0,0.0
593,25/12/2017,0.4,27.0,2.0,2000.0,-16.4,0.58,0.0,0.0
595,25/12/2017,-1.6,33.0,2.0,2000.0,-15.8,0.0,0.0,0.0
596,25/12/2017,-1.8,41.0,2.1,2000.0,-13.3,0.0,0.0,0.0
597,25/12/2017,-2.1,49.0,1.7,2000.0,-11.4,0.0,0.0,0.0
598,25/12/2017,-1.7,51.0,1.7,2000.0,-10.5,0.0,0.0,0.0
599,25/12/2017,-1.3,53.0,1.7,2000.0,-9.6,0.0,0.0,0.0
600,25/12/2017,-1.0,55.0,1.9,2000.0,-8.9,0.0,0.0,0.0
601,26/12/2017,-1.4,58.0,1.0,1880.0,-8.6,0.0,0.0,0.0
602,26/12/2017,-1.5,62.0,1.3,2000.0,-7.8,0.0,0.0,0.0
603,26/12/2017,-2.1,69.0,1.0,1995.0,-7.0,0.0,0.0,0.0
604,26/12/2017,-2.6,70.0,1.0,1992.0,-7.3,0.0,0.0,0.0
605,26/12/2017,-2.6,72.0,1.4,1929.0,-6.9,0.0,0.0,0.0
606,26/12/2017,-2.9,77.0,0.8,1833.0,-6.3,0.0,0.0,0.0
607,26/12/2017,-2.8,73.0,0.7,1906.0,-6.9,0.0,0.0,0.0
608,26/12/2017,-2.9,73.0,1.9,1911.0,-7.0,0.0,0.0,0.0
609,26/12/2017,-2.7,68.0,2.2,1919.0,-7.7,0.0,0.0,0.0
610,26/12/2017,-2.8,52.0,2.9,1895.0,-11.3,0.16,0.0,0.0
611,26/12/2017,-2.2,36.0,4.1,1930.0,-15.2,0.53,0.0,0.0
612,26/12/2017,-2.1,28.0,4.9,1887.0,-18.2,0.87,0.0,0.0
613,26/12/2017,-1.3,23.0,4.0,2000.0,-19.8,1.09,0.0,0.0
614,26/12/2017,-2.0,15.0,4.7,1970.0,-25.2,1.18,0.0,0.0
615,26/12/2017,-1.6,20.0,4.3,2000.0,-21.6,1.11,0.0,0.0
616,26/12/2017,-1.9,17.0,5.0,2000.0,-23.7,0.93,0.0,0.0
617,26/12/2017,-1.9,17.0,3.3,2000.0,-23.7,0.61,0.0,0.0
618,26/12/2017,-3.6,20.0,3.7,2000.0,-23.3,0.23,0.0,0.0
619,26/12/2017,-4.7,23.0,3.4,2000.0,-22.7,0.01,0.0,0.0
620,26/12/2017,-5.4,27.0,3.0,2000.0,-21.5,0.0,0.0,0.0
621,26/12/2017,-6.1,32.0,4.7,2000.0,-20.1,0.0,0.0,0.0
622,26/12/2017,-6.6,39.0,3.2,2000.0,-18.2,0.0,0.0,0.0
623,26/12/2017,-7.2,38.0,3.1,2000.0,-19.1,0.0,0.0,0.0
624,26/12/2017,-7.5,37.0,3.1,2000.0,-19.7,0.0,0.0,0.0
625,27/12/2017,-7.9,37.0,2.2,2000.0,-20.0,0.0,0.0,0.0
626,27/12/2017,-8.2,39.0,1.8,2000.0,-19.7,0.0,0.0,0.0
627,27/12/2017,-8.6,37.0,1.5,2000.0,-20.7,0.0,0.0,0.0
628,27/12/2017,-9.1,37.0,1.0,2000.0,-21.1,0.0,0.0,0.0
629,27/12/2017,-9.1,33.0,2.3,2000.0,-22.4,0.0,0.0,0.0
630,27/12/2017,-9.4,36.0,1.9,2000.0,-21.7,0.0,0.0,0.0
631,27/12/2017,-9.8,37.0,1.7,2000.0,-21.7,0.0,0.0,0.0
632,27/12/2017,-10.1,38.0,2.3,2000.0,-21.7,0.0,0.0,0.0
633,27/12/2017,-10.2,35.0,1.8,2000.0,-22.7,0.0,0.0,0.0
634,27/12/2017,-9.8,33.0,2.0,1997.0,-23.0,0.17,0.0,0.0
635,27/12/2017,-8.5,29.0,2.4,1992.0,-23.4,0.56,0.0,0.0
636,27/12/2017,-6.8,28.0,2.1,1986.0,-22.3,0.88,0.0,0.0
637,27/12/2017,-5.5,21.0,2.1,1941.0,-24.4,1.08,0.0,0.0
638,27/12/2017,-4.7,18.0,3.7,2000.0,-25.4,1.16,0.0,0.0
639,27/12/2017,-4.0,18.0,2.4,2000.0,-24.8,1.09,0.0,0.0
640,27/12/2017,-3.1,16.0,2.2,2000.0,-25.4,0.9,0.0,0.0
641,27/12/2017,-3.2,23.0,2.7,2000.0,-21.4,0.57,0.0,0.0
642,27/12/2017,-4.2,26.0,2.2,2000.0,-20.8,0.2,0.0,0.0
643,27/12/2017,-5.2,32.0,2.2,2000.0,-19.3,0.0,0.0,0.0
644,27/12/2017,-5.5,31.0,2.1,2000.0,-19.9,0.0,0.0,0.0
